IncidentNumber,CallType,CallDate,Zipcode,FinalPriority,UnitType,Delay
2014629,Medical Incident,02/18/2002,94114.0,3.0,ENGINE,2.9333334
2014632,Medical Incident,02/18/2002,94103.0,2.0,MEDIC,4.8333335
2014636,Medical Incident,02/18/2002,94102.0,3.0,PRIVATE,4.6
2014658,Medical Incident,02/18/2002,94102.0,3.0,ENGINE,4.7
2014665,Structure Fire,02/18/2002,94108.0,3.0,TRUCK,1.5833334
2014667,Medical Incident,02/18/2002,94105.0,3.0,MEDIC,3.1166666
2014675,Structure Fire,02/18/2002,94110.0,3.0,TRUCK,2.3666666
2014700,Medical Incident,02/18/2002,94124.0,3.0,ENGINE,3.2
2014713,Medical Incident,02/18/2002,94105.0,3.0,MEDIC,4.7166667
2014722,Medical Incident,02/18/2002,94118.0,3.0,ENGINE,1.8666667
2014749,Medical Incident,02/18/2002,94117.0,3.0,MEDIC,1.6166667
2014756,Medical Incident,02/18/2002,94110.0,3.0,MEDIC,3.2666667
2014761,Citizen Assist / Service Call,02/19/2002,94110.0,3.0,ENGINE,3.5166667
2014776,Medical Incident,02/19/2002,94117.0,3.0,ENGINE,7.0833335
2014780,Medical Incident,02/19/2002,94110.0,3.0,ENGINE,5.5333333
2014780,Medical Incident,02/19/2002,94110.0,3.0,TRUCK,5.766667
2014797,Medical Incident,02/19/2002,94102.0,2.0,MEDIC,5.8333335
2014800,Medical Incident,02/19/2002,94107.0,3.0,ENGINE,2.9666667
2014826,Medical Incident,02/19/2002,94110.0,3.0,MEDIC,2.25
2014833,Structure Fire,02/19/2002,94111.0,3.0,TRUCK,2.8
2014872,Structure Fire,02/19/2002,94105.0,3.0,CHIEF,0.5833333
2014872,Structure Fire,02/19/2002,94105.0,3.0,ENGINE,1.4333333
2014922,Medical Incident,02/19/2002,94109.0,2.0,MEDIC,6.5333333
2014931,Medical Incident,02/19/2002,94108.0,3.0,MEDIC,2.8666666
2014934,Medical Incident,02/19/2002,94102.0,3.0,MEDIC,4.2833333
2014935,Medical Incident,02/19/2002,94112.0,3.0,RESCUE CAPTAIN,3.6666667
2014950,Structure Fire,02/19/2002,94133.0,3.0,ENGINE,1.4833333
2014955,Medical Incident,02/19/2002,94103.0,3.0,TRUCK,3.8833334
2014960,Medical Incident,02/19/2002,94103.0,2.0,MEDIC,15.883333
2014962,Medical Incident,02/19/2002,94103.0,3.0,MEDIC,7.65
2014961,Structure Fire,02/19/2002,94109.0,3.0,TRUCK,1.5333333
2015001,Medical Incident,02/19/2002,94105.0,3.0,ENGINE,2.6333334
2015022,Medical Incident,02/19/2002,94110.0,,TRUCK,1.5333333
2015031,Medical Incident,02/19/2002,94110.0,3.0,MEDIC,2.1666667
2015069,Medical Incident,02/19/2002,94117.0,3.0,MEDIC,2.0833333
2015079,Medical Incident,02/20/2002,94112.0,3.0,RESCUE CAPTAIN,3.0833333
2015115,Medical Incident,02/20/2002,94118.0,3.0,MEDIC,4.3333335
2015118,Medical Incident,02/20/2002,94122.0,3.0,MEDIC,3.8833334
2015119,Medical Incident,02/20/2002,,3.0,MEDIC,2.9833333
2015142,Structure Fire,02/20/2002,94102.0,3.0,ENGINE,1.4166666
2015144,Structure Fire,02/20/2002,94105.0,3.0,TRUCK,2.0166667
2015148,Other,02/20/2002,94122.0,3.0,SUPPORT,79.98333
2015158,Other,02/20/2002,94116.0,3.0,MEDIC,2.75
2015177,Medical Incident,02/20/2002,94134.0,3.0,MEDIC,3.1833334
2015181,Structure Fire,02/20/2002,94116.0,3.0,ENGINE,1.7666667
2015187,Medical Incident,02/20/2002,94110.0,3.0,MEDIC,1.7833333
2015205,Structure Fire,02/20/2002,94114.0,3.0,TRUCK,1.9666667
2015268,Medical Incident,02/20/2002,94102.0,3.0,MEDIC,3.2833333
2015277,Medical Incident,02/20/2002,94112.0,3.0,ENGINE,2.0333333
2015282,Structure Fire,02/20/2002,94117.0,3.0,ENGINE,1.0
2015320,Structure Fire,02/20/2002,94112.0,3.0,CHIEF,0.98333335
2015320,Structure Fire,02/20/2002,94112.0,3.0,ENGINE,1.9
2015326,Structure Fire,02/20/2002,94117.0,3.0,ENGINE,1.55
2015337,Medical Incident,02/20/2002,94107.0,3.0,ENGINE,4.4666667
2015342,Medical Incident,02/20/2002,94109.0,2.0,MEDIC,6.866667
2015348,Alarms,02/20/2002,94103.0,3.0,ENGINE,2.2833333
2015352,Other,02/20/2002,94117.0,3.0,CHIEF,4.366667
2015358,Medical Incident,02/20/2002,94109.0,2.0,MEDIC,3.5333333
2015365,Elevator / Escalator Rescue,02/20/2002,94102.0,3.0,TRUCK,3.5333333
2015369,Alarms,02/20/2002,94104.0,3.0,TRUCK,2.1666667
2015408,Medical Incident,02/21/2002,94115.0,3.0,ENGINE,3.4833333
2015419,Medical Incident,02/21/2002,94102.0,2.0,MEDIC,5.75
2015424,Citizen Assist / Service Call,02/21/2002,94109.0,3.0,ENGINE,4.7833333
2015429,Structure Fire,02/21/2002,94117.0,3.0,CHIEF,21.75
2015429,Structure Fire,02/21/2002,94117.0,3.0,ENGINE,25.6
2015434,Medical Incident,02/21/2002,94122.0,3.0,MEDIC,3.2
2015446,Medical Incident,02/21/2002,94132.0,3.0,RESCUE CAPTAIN,3.4166667
2015446,Medical Incident,02/21/2002,,3.0,TRUCK,4.366667
2015454,Alarms,02/21/2002,94109.0,3.0,ENGINE,2.8166666
2015468,Citizen Assist / Service Call,02/21/2002,94102.0,3.0,TRUCK,2.95
2015492,Medical Incident,02/21/2002,94118.0,3.0,PRIVATE,5.516667
2015507,Medical Incident,02/21/2002,94134.0,3.0,ENGINE,3.4833333
2015511,Medical Incident,02/21/2002,94107.0,3.0,RESCUE SQUAD,4.383333
2015531,Alarms,02/21/2002,94104.0,3.0,TRUCK,1.05
2015548,Medical Incident,02/21/2002,94132.0,3.0,RESCUE CAPTAIN,2.9
2015552,Medical Incident,02/21/2002,94133.0,3.0,ENGINE,3.75
2015587,Structure Fire,02/21/2002,94134.0,3.0,CHIEF,1.2
2015611,Alarms,02/21/2002,94115.0,3.0,ENGINE,3.9666667
2015612,Medical Incident,02/21/2002,94124.0,3.0,ENGINE,2.5166667
2015622,Structure Fire,02/21/2002,94134.0,3.0,ENGINE,1.1166667
2015632,Medical Incident,02/21/2002,94124.0,2.0,MEDIC,5.2
2015662,Citizen Assist / Service Call,02/21/2002,94122.0,3.0,ENGINE,4.1
2015666,Alarms,02/21/2002,94102.0,3.0,TRUCK,2.0666666
2015682,Medical Incident,02/21/2002,94124.0,3.0,MEDIC,4.3
2015683,Alarms,02/21/2002,94108.0,3.0,ENGINE,1.7833333
2015691,Medical Incident,02/21/2002,94102.0,2.0,MEDIC,3.3666666
2015729,Medical Incident,02/21/2002,94103.0,3.0,ENGINE,3.1666667
2015781,Structure Fire,02/22/2002,94112.0,3.0,CHIEF,1.4
2015781,Structure Fire,02/22/2002,94112.0,3.0,SUPPORT,34.25
2015782,Structure Fire,02/22/2002,94112.0,3.0,ENGINE,1.9333333
2015787,Alarms,02/22/2002,94102.0,3.0,CHIEF,2.3166666
2015801,Citizen Assist / Service Call,02/22/2002,94116.0,3.0,TRUCK,2.85
2015803,Industrial Accidents,02/22/2002,94103.0,3.0,RESCUE CAPTAIN,7.8333335
2015813,Medical Incident,02/22/2002,94102.0,3.0,ENGINE,1.3166667
2015822,Alarms,02/22/2002,94109.0,3.0,CHIEF,2.6666667
2015838,Medical Incident,02/22/2002,94133.0,3.0,PRIVATE,6.383333
2015862,Medical Incident,02/22/2002,94105.0,3.0,MEDIC,5.866667
2015888,Structure Fire,02/22/2002,94104.0,3.0,ENGINE,1.7166667
2015897,Medical Incident,02/22/2002,94122.0,3.0,MEDIC,2.35
2015918,Medical Incident,02/22/2002,94116.0,3.0,ENGINE,3.1166666
2015946,Medical Incident,02/22/2002,94121.0,3.0,ENGINE,2.7166667
2015956,Medical Incident,02/22/2002,94103.0,3.0,MEDIC,4.133333
2015964,Medical Incident,02/22/2002,94102.0,3.0,ENGINE,3.7
2015979,Structure Fire,02/22/2002,94103.0,3.0,RESCUE CAPTAIN,6.05
2015982,Medical Incident,02/22/2002,94109.0,3.0,TRUCK,4.1833334
2015983,Medical Incident,02/22/2002,94103.0,2.0,MEDIC,6.483333
2015986,Structure Fire,02/22/2002,94110.0,3.0,ENGINE,1.3
2016004,Structure Fire,02/22/2002,94107.0,3.0,MEDIC,2.0333333
2016073,Medical Incident,02/23/2002,94109.0,2.0,MEDIC,3.4833333
2016081,Medical Incident,02/23/2002,94112.0,2.0,MEDIC,3.8
2016100,Citizen Assist / Service Call,02/23/2002,94103.0,3.0,TRUCK,5.4
2016104,Medical Incident,02/23/2002,94110.0,3.0,MEDIC,2.7166667
2016124,Medical Incident,02/23/2002,94112.0,3.0,MEDIC,6.983333
2016132,Medical Incident,02/23/2002,94121.0,3.0,ENGINE,1.1833333
2016147,Alarms,02/23/2002,94123.0,3.0,ENGINE,2.3666666
2016156,Medical Incident,02/23/2002,94124.0,3.0,TRUCK,1.7333333
2016180,Medical Incident,02/23/2002,94110.0,3.0,ENGINE,2.4666667
2016198,Medical Incident,02/23/2002,94110.0,3.0,RESCUE SQUAD,1.8333334
2016205,Medical Incident,02/23/2002,94109.0,3.0,MEDIC,5.3
2016210,Structure Fire,02/23/2002,94115.0,3.0,ENGINE,1.4833333
2016218,Medical Incident,02/23/2002,94102.0,3.0,ENGINE,2.9
2016221,Medical Incident,02/23/2002,94116.0,3.0,ENGINE,2.9166667
2016225,Medical Incident,02/23/2002,94109.0,3.0,MEDIC,2.55
2016236,Structure Fire,02/23/2002,94124.0,3.0,ENGINE,1.7
2016246,Medical Incident,02/23/2002,94102.0,2.0,MEDIC,3.7833333
2016260,Structure Fire,02/23/2002,94112.0,3.0,CHIEF,2.3333333
2016260,Structure Fire,02/23/2002,94112.0,3.0,ENGINE,1.4666667
2016265,Medical Incident,02/23/2002,94115.0,3.0,ENGINE,4.55
2016323,Medical Incident,02/23/2002,94127.0,3.0,ENGINE,3.45
2016332,Medical Incident,02/23/2002,94107.0,2.0,MEDIC,3.6166666
2016349,Structure Fire,02/23/2002,94158.0,3.0,CHIEF,2.55
2016349,Structure Fire,02/23/2002,94158.0,3.0,ENGINE,3.1166666
2016351,Medical Incident,02/23/2002,94124.0,2.0,MEDIC,4.5833335
2016370,Alarms,02/23/2002,94133.0,3.0,CHIEF,4.2
2016374,Medical Incident,02/23/2002,94109.0,3.0,MEDIC,2.35
2016378,Alarms,02/23/2002,94111.0,3.0,TRUCK,9.55
2016389,Medical Incident,02/23/2002,94110.0,3.0,MEDIC,5.05
2016481,Medical Incident,02/24/2002,94107.0,3.0,MEDIC,2.7666667
2016502,Medical Incident,02/24/2002,94102.0,3.0,MEDIC,2.2166667
2016526,Medical Incident,02/24/2002,94103.0,3.0,ENGINE,4.1833334
2016533,Structure Fire,02/24/2002,94121.0,3.0,TRUCK,1.95
2016582,Structure Fire,02/24/2002,94133.0,3.0,ENGINE,2.55
2016583,Medical Incident,02/24/2002,94124.0,2.0,MEDIC,3.3666666
2016590,Medical Incident,02/24/2002,94109.0,3.0,ENGINE,1.95
2016598,Structure Fire,02/24/2002,94111.0,3.0,RESCUE SQUAD,5.8166666
2016653,Medical Incident,02/24/2002,94114.0,2.0,MEDIC,2.6
2016655,Alarms,02/24/2002,94110.0,3.0,TRUCK,1.7166667
2016667,Citizen Assist / Service Call,02/24/2002,94118.0,3.0,ENGINE,3.0666666
2016720,Medical Incident,02/24/2002,94102.0,3.0,MEDIC,2.1166666
2016728,Medical Incident,02/24/2002,94112.0,3.0,MEDIC,1.35
2016756,Medical Incident,02/25/2002,94114.0,3.0,MEDIC,4.45
2016761,Medical Incident,02/25/2002,94114.0,3.0,ENGINE,3.1666667
2016766,Structure Fire,02/25/2002,94104.0,3.0,ENGINE,4.0833335
2016779,Medical Incident,02/25/2002,94115.0,2.0,MEDIC,6.1666665
2016786,Medical Incident,02/25/2002,94127.0,3.0,ENGINE,1.75
2016786,Medical Incident,02/25/2002,94127.0,3.0,MEDIC,1.9166666
2016812,Medical Incident,02/25/2002,94132.0,3.0,TRUCK,3.3333333
2016829,Medical Incident,02/25/2002,94103.0,3.0,ENGINE,4.3
2016842,Medical Incident,02/25/2002,94132.0,3.0,MEDIC,1.5
2016862,Medical Incident,02/25/2002,94112.0,3.0,ENGINE,2.8166666
2016870,Medical Incident,02/25/2002,94117.0,3.0,MEDIC,4.25
2016884,Medical Incident,02/25/2002,94114.0,3.0,ENGINE,3.1
2016888,Medical Incident,02/25/2002,94134.0,3.0,MEDIC,3.4833333
2016903,Medical Incident,02/25/2002,94122.0,3.0,MEDIC,3.5833333
2016914,Medical Incident,02/25/2002,94103.0,3.0,RESCUE CAPTAIN,2.4166667
2016923,Medical Incident,02/25/2002,94112.0,3.0,MEDIC,2.45
2016932,Medical Incident,02/25/2002,94102.0,3.0,MEDIC,2.7166667
2016934,Medical Incident,02/25/2002,94116.0,2.0,MEDIC,5.516667
2016935,Medical Incident,02/25/2002,94117.0,3.0,ENGINE,1.9333333
2016942,Medical Incident,02/25/2002,94122.0,3.0,MEDIC,1.4833333
2016975,Medical Incident,02/25/2002,94115.0,3.0,ENGINE,4.2833333
2016980,Medical Incident,02/25/2002,94102.0,3.0,ENGINE,2.0166667
2016990,Medical Incident,02/25/2002,94109.0,3.0,ENGINE,1.5666667
2017040,Medical Incident,02/25/2002,94107.0,3.0,MEDIC,3.4166667
2017048,Citizen Assist / Service Call,02/25/2002,94131.0,3.0,ENGINE,5.116667
2017050,Medical Incident,02/25/2002,94131.0,3.0,MEDIC,1.7833333
2017059,Medical Incident,02/25/2002,94109.0,3.0,ENGINE,2.7833333
2017063,Medical Incident,02/25/2002,94102.0,2.0,MEDIC,5.0
2017075,Medical Incident,02/26/2002,94112.0,3.0,ENGINE,2.25
2017087,Citizen Assist / Service Call,02/26/2002,94118.0,3.0,ENGINE,2.4333334
2017098,Structure Fire,02/26/2002,94131.0,3.0,ENGINE,2.7333333
2017107,Medical Incident,02/26/2002,94103.0,2.0,MEDIC,6.266667
2017117,Structure Fire,02/26/2002,94118.0,3.0,ENGINE,1.6666666
2017138,Medical Incident,02/26/2002,94108.0,3.0,MEDIC,2.95
2017150,Medical Incident,02/26/2002,94131.0,3.0,MEDIC,3.1666667
2017161,Structure Fire,02/26/2002,94110.0,3.0,TRUCK,1.65
2017168,Medical Incident,02/26/2002,94103.0,2.0,MEDIC,2.3666666
2017171,Medical Incident,02/26/2002,94109.0,2.0,MEDIC,2.2
2017199,Medical Incident,02/26/2002,94109.0,,MEDIC,2.7833333
2017215,Medical Incident,02/26/2002,94102.0,3.0,ENGINE,3.6166666
2017223,Structure Fire,02/26/2002,94123.0,3.0,ENGINE,2.3333333
2017258,Medical Incident,02/26/2002,94116.0,3.0,TRUCK,4.3333335
2017290,Medical Incident,02/26/2002,94102.0,3.0,MEDIC,2.4666667
2017291,Vehicle Fire,02/26/2002,94110.0,3.0,ENGINE,3.0166667
2017333,Alarms,02/26/2002,94105.0,3.0,CHIEF,1.6666666
2017352,Medical Incident,02/26/2002,94103.0,3.0,ENGINE,2.25
2017358,Medical Incident,02/26/2002,94102.0,3.0,ENGINE,2.6166666
2017368,Medical Incident,02/26/2002,94110.0,3.0,ENGINE,1.0
2017395,Medical Incident,02/27/2002,94103.0,2.0,MEDIC,3.2833333
2017401,Citizen Assist / Service Call,02/27/2002,94110.0,3.0,ENGINE,4.8166666
2017403,Structure Fire,02/27/2002,94110.0,3.0,ENGINE,1.8166667
2017429,Medical Incident,02/27/2002,94109.0,2.0,MEDIC,5.5333333
2017450,Medical Incident,02/27/2002,94103.0,3.0,ENGINE,3.45
2017470,Structure Fire,02/27/2002,94110.0,3.0,ENGINE,6.383333
2017470,Structure Fire,02/27/2002,94110.0,3.0,TRUCK,4.133333
2017471,Medical Incident,02/27/2002,94102.0,2.0,MEDIC,8.533334
2017514,Alarms,02/27/2002,94102.0,3.0,TRUCK,3.1
2017516,Alarms,02/27/2002,94107.0,3.0,TRUCK,3.0666666
2017531,Medical Incident,02/27/2002,94110.0,3.0,ENGINE,3.2833333
2017533,Medical Incident,02/27/2002,94103.0,3.0,MEDIC,2.0333333
2017534,Alarms,02/27/2002,94114.0,3.0,TRUCK,1.5166667
2017538,Alarms,02/27/2002,94132.0,3.0,ENGINE,1.4166666
2017556,Medical Incident,02/27/2002,94103.0,2.0,MEDIC,8.183333
2017581,Structure Fire,02/27/2002,94124.0,3.0,ENGINE,0.65
2017597,Structure Fire,02/27/2002,94112.0,3.0,ENGINE,2.65
2017620,Medical Incident,02/27/2002,94124.0,3.0,ENGINE,3.3833334
2017648,Alarms,02/27/2002,94109.0,3.0,TRUCK,1.5333333
2017654,Medical Incident,02/27/2002,94103.0,3.0,ENGINE,3.7666667
2017655,Medical Incident,02/27/2002,94112.0,3.0,MEDIC,2.7666667
2017676,Medical Incident,02/27/2002,94111.0,3.0,RESCUE CAPTAIN,2.6333334
2017691,Alarms,02/27/2002,94108.0,3.0,ENGINE,2.9333334
2017692,Medical Incident,02/27/2002,94134.0,3.0,RESCUE CAPTAIN,1.7833333
2017706,Medical Incident,02/28/2002,94102.0,3.0,ENGINE,2.0833333
2017724,Structure Fire,02/28/2002,94103.0,3.0,ENGINE,2.6166666
2017738,Medical Incident,02/28/2002,94110.0,3.0,MEDIC,2.3666666
2017804,Medical Incident,02/28/2002,94110.0,3.0,ENGINE,1.1166667
2017805,Medical Incident,02/28/2002,94116.0,2.0,MEDIC,4.3333335
2017826,Medical Incident,02/28/2002,94109.0,,MEDIC,5.766667
2017865,Medical Incident,02/28/2002,94117.0,2.0,MEDIC,3.2833333
2017876,Structure Fire,02/28/2002,94103.0,3.0,ENGINE,1.5666667
2017887,Medical Incident,02/28/2002,94110.0,3.0,ENGINE,2.7
2017908,Medical Incident,02/28/2002,94111.0,2.0,MEDIC,2.1833334
2017925,Alarms,02/28/2002,94105.0,3.0,CHIEF,1.9333333
2017945,Structure Fire,02/28/2002,94109.0,3.0,CHIEF,4.616667
2017952,Medical Incident,02/28/2002,94110.0,3.0,MEDIC,4.516667
2017953,Medical Incident,02/28/2002,94110.0,2.0,MEDIC,3.8333333
2017956,Medical Incident,02/28/2002,94109.0,3.0,MEDIC,3.05
2017964,Alarms,02/28/2002,94102.0,3.0,ENGINE,2.2333333
2017969,Structure Fire,02/28/2002,94103.0,3.0,CHIEF,3.15
2018004,Medical Incident,03/01/2002,94102.0,3.0,ENGINE,4.5833335
2018032,Other,03/01/2002,94116.0,3.0,MEDIC,2.6166666
2018042,Alarms,03/01/2002,94117.0,3.0,ENGINE,1.5833334
2018057,Medical Incident,03/01/2002,94110.0,3.0,MEDIC,6.883333
2018091,Medical Incident,03/01/2002,94111.0,3.0,ENGINE,2.7666667
2018120,Other,03/01/2002,94115.0,3.0,TRUCK,2.6166666
2018123,Medical Incident,03/01/2002,94110.0,3.0,ENGINE,1.3833333
2018128,Medical Incident,03/01/2002,94118.0,3.0,MEDIC,1.3333334
2018156,Structure Fire,03/01/2002,94112.0,3.0,ENGINE,1.6
2018165,Medical Incident,03/01/2002,94103.0,2.0,MEDIC,2.3166666
2018172,Medical Incident,03/01/2002,94111.0,3.0,MEDIC,1.3833333
2018178,Medical Incident,03/01/2002,94105.0,3.0,MEDIC,4.8333335
2018182,Medical Incident,03/01/2002,94112.0,3.0,ENGINE,3.0333333
2018201,Medical Incident,03/01/2002,94109.0,3.0,ENGINE,4.383333
2018206,Structure Fire,03/01/2002,94133.0,3.0,CHIEF,3.2166667
2018206,Structure Fire,03/01/2002,94133.0,3.0,MEDIC,4.266667
2018230,Medical Incident,03/01/2002,94124.0,3.0,MEDIC,2.0833333
2018248,Medical Incident,03/01/2002,94124.0,3.0,TRUCK,3.55
2018257,Alarms,03/01/2002,94134.0,3.0,ENGINE,1.1666666
2018289,Structure Fire,03/02/2002,94103.0,3.0,ENGINE,1.65
2018314,Medical Incident,03/02/2002,94124.0,3.0,ENGINE,2.2333333
2018317,Medical Incident,03/02/2002,94127.0,3.0,MEDIC,3.5166667
2018322,Medical Incident,03/02/2002,94110.0,3.0,MEDIC,1.6333333
2018337,Medical Incident,03/02/2002,94116.0,3.0,TRUCK,3.2666667
2018345,Medical Incident,03/02/2002,94116.0,2.0,MEDIC,2.8166666
2018348,Medical Incident,03/02/2002,94132.0,3.0,ENGINE,2.55
2018377,Water Rescue,03/02/2002,94121.0,3.0,ENGINE,3.5166667
2018384,Medical Incident,03/02/2002,94107.0,2.0,MEDIC,5.0
2018388,Alarms,03/02/2002,94105.0,3.0,TRUCK,2.6666667
2018413,Medical Incident,03/02/2002,94103.0,2.0,PRIVATE,3.2
2018446,Structure Fire,03/02/2002,94124.0,3.0,TRUCK,1.2
2018451,Structure Fire,03/02/2002,94102.0,3.0,TRUCK,0.9
2018462,Other,03/02/2002,94102.0,3.0,ENGINE,3.9833333
2018500,Medical Incident,03/02/2002,94132.0,2.0,MEDIC,5.3166666
2018503,Medical Incident,03/02/2002,94102.0,3.0,ENGINE,5.2833333
2018521,Medical Incident,03/02/2002,94102.0,3.0,ENGINE,3.8
2018522,Smoke Investigation (Outside),03/02/2002,94123.0,3.0,ENGINE,2.4166667
2018528,Medical Incident,03/02/2002,94103.0,3.0,MEDIC,1.9333333
2018530,Alarms,03/02/2002,94109.0,3.0,TRUCK,2.1166666
2018532,Medical Incident,03/02/2002,94112.0,3.0,ENGINE,3.8166666
2018545,Medical Incident,03/02/2002,94112.0,3.0,ENGINE,2.9
2018550,Fuel Spill,03/02/2002,94112.0,3.0,ENGINE,3.45
2018572,Medical Incident,03/03/2002,94130.0,2.0,MEDIC,4.0333333
2018585,Medical Incident,03/03/2002,94102.0,3.0,ENGINE,4.45
2018586,Structure Fire,03/03/2002,94110.0,3.0,SUPPORT,8.883333
2018589,Medical Incident,03/03/2002,94116.0,3.0,ENGINE,3.65
2018610,Medical Incident,03/03/2002,94109.0,3.0,ENGINE,7.2833333
2018615,Medical Incident,03/03/2002,94117.0,3.0,ENGINE,3.3666666
2018615,Medical Incident,03/03/2002,94117.0,3.0,MEDIC,3.6166666
2018646,Medical Incident,03/03/2002,94107.0,3.0,RESCUE CAPTAIN,2.9333334
2018649,Medical Incident,03/03/2002,94110.0,3.0,ENGINE,2.7833333
2018659,Medical Incident,03/03/2002,94102.0,,ENGINE,2.3333333
2018661,Medical Incident,03/03/2002,94133.0,3.0,MEDIC,0.71666664
2018678,Medical Incident,03/03/2002,94110.0,3.0,TRUCK,3.5166667
2018686,Medical Incident,03/03/2002,,3.0,TRUCK,3.3333333
2018691,Structure Fire,03/03/2002,94118.0,3.0,CHIEF,2.7333333
2018702,Medical Incident,03/03/2002,94103.0,3.0,MEDIC,2.3333333
2018731,Structure Fire,03/03/2002,94114.0,3.0,ENGINE,1.0333333
2018734,Medical Incident,03/03/2002,94103.0,3.0,MEDIC,1.6666666
2018758,Structure Fire,03/03/2002,94110.0,3.0,ENGINE,1.0
2018782,Alarms,03/03/2002,94115.0,3.0,CHIEF,2.5333333
2018783,Structure Fire,03/03/2002,94110.0,3.0,TRUCK,1.7
2018795,Medical Incident,03/03/2002,94112.0,3.0,ENGINE,3.3666666
2018796,Medical Incident,03/03/2002,94112.0,2.0,RESCUE CAPTAIN,7.883333
2018848,Medical Incident,03/03/2002,94103.0,3.0,MEDIC,3.9666667
2018850,Medical Incident,03/03/2002,,3.0,ENGINE,3.5
2018852,Medical Incident,03/03/2002,94122.0,3.0,ENGINE,4.2833333
2018866,Structure Fire,03/04/2002,94123.0,3.0,RESCUE SQUAD,2.35
2018870,Medical Incident,03/04/2002,94124.0,3.0,ENGINE,3.2666667
2018872,Structure Fire,03/04/2002,94117.0,3.0,TRUCK,3.6166666
2018872,Structure Fire,03/04/2002,94117.0,3.0,TRUCK,3.7333333
2018880,Medical Incident,03/04/2002,94118.0,3.0,ENGINE,3.4666667
2018890,Medical Incident,03/04/2002,94116.0,3.0,MEDIC,4.233333
2018903,Alarms,03/04/2002,94114.0,3.0,TRUCK,2.3666666
2018918,Medical Incident,03/04/2002,94111.0,3.0,ENGINE,2.5333333
2018918,Medical Incident,03/04/2002,94111.0,3.0,MEDIC,1.7833333
2018919,Medical Incident,03/04/2002,94121.0,3.0,ENGINE,2.2166667
2018939,Medical Incident,03/04/2002,94121.0,3.0,ENGINE,1.7833333
2018966,Structure Fire,03/04/2002,94134.0,3.0,RESCUE CAPTAIN,7.7833333
2018968,Medical Incident,03/04/2002,94124.0,3.0,TRUCK,3.5
2018990,Medical Incident,03/04/2002,94112.0,3.0,TRUCK,3.8166666
2018997,Medical Incident,03/04/2002,94103.0,3.0,MEDIC,2.7333333
2019026,Medical Incident,03/04/2002,94110.0,3.0,MEDIC,3.7833333
2019031,Medical Incident,03/04/2002,94112.0,3.0,MEDIC,1.5833334
2019035,Medical Incident,03/04/2002,94110.0,3.0,ENGINE,3.7333333
2019045,Medical Incident,03/04/2002,94102.0,3.0,MEDIC,2.1
2019048,Alarms,03/04/2002,94117.0,3.0,ENGINE,2.5666666
2019058,Alarms,03/04/2002,94105.0,3.0,CHIEF,2.2333333
2019071,Structure Fire,03/04/2002,94132.0,3.0,CHIEF,2.1333334
2019096,Medical Incident,03/04/2002,94103.0,3.0,ENGINE,1.7333333
2019103,Alarms,03/04/2002,94117.0,3.0,ENGINE,1.7166667
2019116,Medical Incident,03/04/2002,94112.0,3.0,CHIEF,2.6
2019120,Medical Incident,03/04/2002,94134.0,3.0,RESCUE CAPTAIN,5.1833334
2019130,Structure Fire,03/04/2002,94112.0,3.0,CHIEF,1.6166667
2019136,Medical Incident,03/04/2002,94109.0,2.0,MEDIC,10.3
2019147,Medical Incident,03/04/2002,94116.0,3.0,MEDIC,1.95
2019209,Medical Incident,03/05/2002,94104.0,3.0,ENGINE,2.8833334
2019251,Medical Incident,03/05/2002,94109.0,3.0,ENGINE,2.3166666
2019253,Medical Incident,03/05/2002,94108.0,3.0,ENGINE,1.9333333
2019265,Structure Fire,03/05/2002,94110.0,3.0,ENGINE,1.9
2019283,Medical Incident,03/05/2002,94118.0,2.0,MEDIC,5.1666665
2019285,Medical Incident,03/05/2002,94124.0,3.0,ENGINE,2.3166666
2019288,Structure Fire,03/05/2002,94115.0,3.0,TRUCK,1.4666667
2019311,Alarms,03/05/2002,94115.0,3.0,CHIEF,3.1333334
2019321,Medical Incident,03/05/2002,94133.0,3.0,ENGINE,2.6833334
2019357,Structure Fire,03/05/2002,94124.0,3.0,ENGINE,1.0833334
2019358,Structure Fire,03/05/2002,94110.0,3.0,ENGINE,1.0333333
2019373,Structure Fire,03/05/2002,94102.0,3.0,ENGINE,1.55
2019384,Odor (Strange / Unknown),03/05/2002,94122.0,3.0,TRUCK,3.5
2019393,Medical Incident,03/05/2002,94102.0,,ENGINE,5.4333334
2019405,Medical Incident,03/05/2002,94102.0,2.0,MEDIC,7.6
2019424,Medical Incident,03/05/2002,94112.0,3.0,ENGINE,2.2666667
2019443,Medical Incident,03/05/2002,94115.0,3.0,ENGINE,1.4
2019459,Medical Incident,03/05/2002,94131.0,3.0,MEDIC,1.9166666
2019465,Alarms,03/06/2002,94102.0,3.0,ENGINE,3.9666667
2019484,Medical Incident,03/06/2002,94114.0,3.0,ENGINE,4.2833333
2019501,Medical Incident,03/06/2002,94116.0,3.0,ENGINE,4.8333335
2019540,Medical Incident,03/06/2002,94118.0,3.0,ENGINE,3.8666666
2019551,Alarms,03/06/2002,94103.0,3.0,TRUCK,2.7833333
2019559,Alarms,03/06/2002,94102.0,3.0,ENGINE,2.4166667
2019572,Citizen Assist / Service Call,03/06/2002,94115.0,3.0,ENGINE,2.9666667
2019676,Medical Incident,03/06/2002,94117.0,,MEDIC,2.0333333
